station_avg_cycle_time,station_temperature_mean,station_vibration_mean,station_utilization,station_current_cycle_time,vehicle_avg_cycle_time,vehicle_cycle_time_deviation,vehicle_quality_event_count,defect
95.68,61.56,5.09,0.441,73.4,86.13,-0.55,0,0
55.99,45.0,1.51,0.365,53.56,59.63,4.59,2,0
151.33,67.79,2.31,0.845,151.96,147.11,10.59,2,1
144.12,82.62,3.51,0.87,138.17,144.07,-5.34,0,1
124.91,68.42,4.76,0.745,143.46,119.4,24.73,0,1
52.75,47.05,4.55,0.424,38.29,62.46,21.58,0,0
133.11,62.47,1.73,0.514,133.11,138.56,27.55,2,1
136.95,63.04,3.84,0.514,148.19,139.93,-9.12,4,1
132.13,70.88,3.35,0.626,129.58,132.75,43.72,3,1
53.68,45.0,1.82,0.427,41.4,78.98,5.71,2,0
117.27,66.15,4.04,0.675,122.35,115.69,-23.14,3,1
140.12,66.81,2.19,0.503,143.65,133.15,9.64,0,0
109.28,70.76,3.18,0.804,123.88,97.55,11.43,0,1
117.57,65.15,2.29,0.578,139.59,126.62,8.91,0,1
95.0,66.97,1.97,0.704,91.6,111.32,-5.36,0,0
103.44,58.12,1.45,0.604,105.88,94.96,13.86,6,1
44.13,45.0,0.72,0.3,30.0,41.28,5.65,4,0
116.68,84.93,4.33,0.749,127.65,113.08,-5.07,0,0
49.77,49.69,0.95,0.513,50.24,48.53,-9.41,1,0
92.2,58.23,2.56,0.568,89.41,74.52,-11.75,0,0
75.12,60.29,2.75,0.511,65.93,83.19,-7.74,1,0
105.45,69.27,5.47,0.431,97.9,117.35,12.18,0,0
56.01,48.85,2.21,0.51,57.05,36.96,22.17,0,0
123.0,63.3,7.96,0.813,115.67,140.58,-7.52,3,1
135.4,56.2,1.22,0.524,130.19,151.58,17.17,5,1
59.6,60.7,3.27,0.364,55.09,30.0,5.69,0,1
52.52,47.07,0.66,0.598,34.01,30.78,-6.86,0,0
57.46,49.08,2.71,0.366,40.17,56.13,24.97,0,0
145.26,65.88,2.48,0.777,140.88,158.42,3.74,2,0
103.38,51.97,2.34,0.604,122.28,106.28,7.01,0,0
96.07,59.03,1.9,0.607,86.24,96.29,10.13,1,1
52.81,45.0,0.76,0.405,48.23,58.54,-24.44,3,0
117.95,58.2,3.22,0.554,104.54,109.87,-10.65,0,0
144.16,80.46,6.15,0.532,133.48,156.93,-0.63,0,1
139.38,75.28,2.62,0.796,126.01,138.35,6.26,4,1
115.13,73.38,6.0,0.724,125.65,98.8,9.6,2,1
49.03,57.01,1.45,0.495,31.03,41.08,-32.2,2,0
53.49,51.27,2.87,0.498,62.33,57.18,-11.51,0,0
45.92,45.0,5.31,0.315,45.84,43.02,-7.8,4,0
70.9,51.42,1.12,0.302,64.03,66.96,0.91,0,0
56.28,55.43,1.98,0.572,67.01,58.31,-17.98,0,0
71.21,50.45,1.44,0.49,106.25,74.79,42.88,1,0
86.21,56.87,1.95,0.461,89.16,73.9,7.11,4,0
153.16,64.04,3.74,0.58,139.32,165.39,-1.77,8,1
113.25,58.41,2.93,0.445,128.01,111.93,4.27,1,0
140.2,66.19,6.97,0.64,143.23,144.39,-24.46,5,1
125.24,60.84,1.76,0.778,154.13,126.22,16.08,1,0
53.5,45.0,1.68,0.608,47.59,49.4,10.51,0,0
128.31,64.76,2.58,0.824,148.17,137.43,7.17,0,1
73.01,71.76,5.87,0.667,74.35,73.82,19.91,0,0
116.69,66.67,1.82,0.793,152.44,117.43,16.75,2,1
80.92,62.41,8.33,0.534,76.21,56.03,10.18,0,0
159.72,56.76,2.19,0.647,196.68,167.92,16.49,0,0
71.63,50.54,2.31,0.614,77.19,69.92,9.61,1,0
73.5,45.0,1.17,0.386,79.38,81.04,18.57,0,0
151.68,68.88,4.8,0.642,172.92,168.13,-8.83,1,1
42.96,62.45,2.79,0.302,30.0,51.19,5.17,0,0
123.6,69.68,3.61,0.657,136.37,124.14,25.36,2,1
127.04,77.17,4.0,0.59,123.32,124.17,37.57,4,1
140.37,64.84,2.37,0.563,141.43,165.62,1.82,3,0
156.93,82.9,2.89,0.732,160.57,161.77,-35.97,0,1
157.07,92.09,5.8,0.901,169.96,159.17,-25.61,1,1
47.83,49.2,1.27,0.452,51.23,46.0,-14.27,0,0
138.62,69.7,4.82,0.847,136.66,129.66,22.1,0,1
117.56,52.68,2.37,0.511,117.28,98.05,39.4,1,1
117.68,59.48,2.02,0.5,87.67,132.89,-22.32,1,0
55.4,52.29,2.29,0.476,64.81,47.61,5.66,0,0
118.02,78.91,4.09,0.619,138.74,116.12,-36.1,0,1
157.9,66.56,3.63,0.818,164.54,156.84,15.05,0,1
149.42,75.48,4.92,0.846,135.07,163.75,-4.76,0,1
92.7,49.17,1.01,0.659,102.78,85.03,0.54,0,0
44.79,50.01,5.13,0.591,35.45,47.37,-22.01,3,0
83.48,58.44,2.1,0.49,83.46,88.6,-6.35,0,0
139.17,70.46,4.98,0.58,146.99,125.32,-20.3,0,0
124.18,71.07,2.44,0.673,132.2,109.4,-11.49,0,0
95.12,58.79,1.37,0.41,104.28,87.97,-18.29,2,0
46.61,50.94,2.13,0.335,43.08,49.05,-20.07,1,0
91.23,56.43,1.77,0.437,90.04,92.39,-21.38,0,0
96.28,51.79,7.15,0.527,103.67,95.09,14.08,1,0
151.43,55.72,1.31,0.579,150.15,157.95,-21.34,2,0
116.93,56.3,1.25,0.444,105.55,108.36,-6.63,0,0
77.4,56.54,1.26,0.575,82.32,75.69,-17.19,1,0
103.04,71.56,2.46,0.633,90.16,101.9,-25.39,0,1
47.93,50.66,2.14,0.507,45.1,39.63,-21.07,4,1
156.71,73.99,3.3,0.814,144.46,179.73,11.47,0,1
83.21,56.06,1.81,0.375,72.06,61.6,-8.86,0,0
97.34,56.42,1.32,0.488,88.95,109.75,-17.64,1,0
82.63,59.06,1.74,0.38,66.42,90.63,-26.18,1,0
121.9,83.21,3.1,0.783,138.77,129.98,-15.77,0,0
119.47,83.18,4.84,0.737,134.43,120.43,-5.45,4,1
125.84,64.51,3.94,0.538,140.37,139.17,-18.59,0,1
72.18,55.51,3.38,0.433,66.58,67.69,-10.62,8,1
77.88,71.74,7.32,0.7,74.68,81.8,-14.34,2,0
55.03,50.77,4.08,0.483,62.33,55.76,-10.38,4,1
118.66,72.96,3.21,0.756,123.33,116.34,24.62,0,1
44.78,45.0,1.3,0.32,40.66,45.99,-6.45,0,0
111.72,58.56,5.03,0.499,79.18,102.23,-19.55,0,0
144.36,81.91,4.13,0.827,157.97,137.72,29.88,0,1
146.9,68.38,2.43,0.795,158.29,162.7,-18.76,0,0
93.88,60.54,2.68,0.634,94.5,122.7,-8.46,0,1
95.12,49.41,8.04,0.586,104.63,100.32,-23.13,0,0
49.24,64.25,4.5,0.453,53.52,57.57,3.41,0,0
120.49,76.81,2.9,0.736,114.85,123.01,8.11,5,1
138.55,68.69,6.51,0.604,135.99,143.1,-40.0,1,1
69.36,56.19,7.15,0.429,53.85,74.8,7.72,0,0
90.56,65.36,2.12,0.7,110.11,100.91,15.38,2,0
140.66,77.93,5.86,0.626,152.9,156.03,6.78,1,1
145.25,68.01,5.1,0.734,138.17,136.41,-25.89,0,1
69.18,61.22,1.53,0.569,75.98,97.46,17.29,0,0
106.07,74.91,3.96,0.798,113.38,107.45,33.95,4,1
63.1,60.56,1.98,0.443,51.74,64.49,-13.02,1,0
52.23,45.0,2.18,0.408,49.88,48.1,-6.89,1,0
149.33,71.33,5.75,0.865,164.94,145.24,8.21,1,1
138.46,65.57,2.77,0.818,154.09,144.62,0.63,2,0
131.2,71.38,2.89,0.766,162.51,137.58,12.45,0,1
45.85,45.0,4.32,0.403,43.04,51.5,17.11,0,0
141.25,54.2,6.53,0.633,139.06,136.7,-2.29,0,0
92.57,75.61,2.43,0.601,99.33,65.55,8.61,0,0
81.09,64.83,5.53,0.674,80.37,63.13,36.24,1,1
105.58,66.94,1.95,0.75,101.56,105.71,24.35,0,0
50.96,49.19,1.37,0.3,33.85,54.32,-27.39,2,0
130.8,68.24,4.05,0.644,90.54,126.6,11.27,7,1
109.89,69.85,4.24,0.596,118.62,102.96,29.15,3,1
62.39,52.89,2.91,0.658,43.9,65.36,17.65,1,0
62.59,55.67,1.2,0.539,50.81,61.51,-17.15,0,0
62.11,53.14,1.2,0.429,62.2,57.34,3.85,1,0
46.84,45.0,4.63,0.3,36.98,30.69,-11.98,0,0
110.54,72.96,2.31,0.638,137.08,102.1,15.45,7,1
140.84,63.03,1.7,0.541,121.55,150.17,21.89,7,1
42.1,58.44,4.01,0.54,67.77,32.47,15.35,4,1
45.88,52.15,2.47,0.519,60.82,52.52,-23.49,2,0
108.73,74.0,2.89,0.59,119.45,122.6,-1.36,1,0
138.34,61.63,1.77,0.667,156.95,130.43,-2.48,2,0
79.21,52.7,4.2,0.677,85.6,74.76,35.41,0,1
81.95,48.48,7.41,0.441,58.34,91.83,-26.44,3,1
111.56,62.02,1.6,0.514,116.03,123.89,-5.1,0,0
72.91,70.09,3.22,0.674,56.63,66.46,-14.85,3,0
43.19,62.46,2.0,0.533,35.52,30.0,24.96,3,0
128.23,54.39,3.74,0.793,131.15,140.78,18.75,0,0
115.08,63.09,2.22,0.503,102.21,120.92,3.79,1,0
109.69,45.0,2.38,0.466,118.37,113.7,8.53,4,0
129.0,68.35,3.06,0.477,123.99,138.16,1.36,5,1
121.03,70.93,3.23,0.538,124.7,109.18,3.21,3,1
64.71,55.52,4.06,0.584,64.27,68.62,36.78,5,1
82.3,55.01,2.05,0.423,80.27,79.45,-23.82,5,1
55.13,53.71,3.82,0.537,43.23,61.16,-40.0,6,1
55.58,45.0,1.18,0.348,36.44,63.57,-1.59,0,0
121.14,67.73,2.15,0.602,119.33,130.91,24.34,0,1
143.03,73.89,3.15,0.902,137.49,149.02,0.57,1,0
155.53,77.45,3.48,0.645,173.14,158.03,-26.84,0,1
115.4,62.43,2.52,0.577,98.42,118.24,4.93,1,0
62.09,45.0,2.98,0.387,85.87,65.76,-7.28,1,0
52.68,45.0,1.75,0.3,50.3,46.43,-24.29,3,0
137.54,56.3,4.47,0.689,140.15,133.84,-16.3,0,0
109.45,71.1,3.15,0.56,102.16,113.47,-32.6,1,1
114.19,62.94,1.96,0.701,124.09,120.7,8.61,4,1
133.78,74.15,2.46,0.808,135.49,127.27,-10.8,1,1
124.39,79.41,5.61,0.671,129.42,113.63,-21.44,1,1
140.13,61.41,1.57,0.513,148.5,123.38,47.02,2,1
46.75,45.81,0.74,0.468,52.13,34.13,-6.87,0,0
129.7,62.31,1.64,0.491,142.41,124.31,7.28,0,0
142.1,71.84,2.94,0.753,151.61,137.64,32.73,2,1
74.34,70.29,3.16,0.577,62.46,71.51,6.26,0,0
116.85,72.73,2.19,0.51,90.09,104.8,20.97,0,0
77.7,63.52,2.7,0.641,81.05,59.57,-10.86,5,1
154.96,87.62,3.81,0.909,163.85,156.22,23.3,0,1
44.01,50.29,3.05,0.537,65.87,45.28,19.76,5,1
109.58,63.3,4.26,0.531,106.8,115.79,16.52,0,0
59.98,50.75,2.58,0.495,62.37,68.13,16.39,0,0
125.47,61.85,2.47,0.822,139.24,129.39,-7.01,2,1
61.11,58.88,1.7,0.392,63.1,62.25,51.82,0,1
68.25,60.78,4.26,0.613,78.63,77.01,-35.5,0,0
99.32,56.07,1.79,0.382,85.14,113.57,-22.65,3,0
149.78,67.22,2.49,0.531,136.68,143.01,5.71,2,0
65.41,45.27,4.23,0.58,61.64,73.11,3.35,0,0
57.31,47.17,6.2,0.557,30.35,51.07,-11.07,0,0
131.08,73.24,5.62,0.789,134.38,133.27,14.53,1,1
100.07,61.61,11.01,0.752,95.2,110.77,-17.61,2,1
149.41,66.77,4.85,0.575,152.79,146.68,16.81,0,1
57.59,48.05,2.51,0.346,49.32,48.07,-6.46,1,0
117.51,64.2,2.17,0.794,109.21,112.92,21.06,0,1
67.95,45.0,5.09,0.355,78.77,58.42,-0.07,0,0
58.81,45.0,3.64,0.529,58.39,48.07,8.21,0,0
122.01,65.23,2.13,0.658,133.53,134.08,17.23,0,0
111.24,63.69,2.63,0.447,110.38,116.57,15.86,0,0
130.58,54.23,1.16,0.586,135.86,123.38,3.32,2,0
77.14,55.89,5.75,0.52,59.19,67.29,-14.13,0,0
93.76,65.09,2.98,0.702,111.14,84.6,-5.26,2,0
88.66,53.6,1.44,0.629,99.78,81.46,14.31,1,0
158.09,85.24,3.43,0.803,161.93,169.62,-32.23,3,1
75.07,52.65,6.88,0.504,76.6,73.97,6.32,0,0
75.38,52.74,2.4,0.426,83.92,96.69,11.17,8,0
82.55,52.14,1.75,0.375,73.59,82.15,29.25,0,0
107.75,49.44,1.81,0.567,88.09,101.99,-21.72,1,0
70.28,56.66,1.36,0.302,60.08,79.56,-1.72,1,0
149.83,62.63,1.68,0.614,151.94,133.13,3.92,1,0
71.88,52.34,2.29,0.469,68.87,73.77,-21.42,3,0
147.5,75.06,3.38,0.69,165.11,135.38,8.71,0,1
52.42,57.09,1.89,0.3,34.9,30.6,-32.91,1,0
118.79,58.56,2.57,0.672,110.23,117.61,13.05,1,0
148.84,69.36,2.07,0.746,139.07,157.19,5.75,0,1
60.25,57.71,5.59,0.3,59.39,62.39,7.34,0,0
156.2,81.32,3.2,0.926,144.4,157.14,-17.36,0,0
94.35,60.42,1.54,0.403,99.33,68.36,28.03,1,0
153.49,69.22,2.23,0.882,147.94,151.94,-22.3,0,1
121.22,58.12,1.44,0.444,108.82,119.77,-5.3,3,0
76.19,58.29,1.59,0.661,98.66,82.4,-9.81,1,0
62.6,45.0,1.31,0.3,71.39,52.01,1.1,1,0
76.45,46.56,2.6,0.612,78.13,84.74,23.72,0,0
51.16,45.05,0.98,0.378,30.99,46.07,-1.58,0,0
57.26,63.25,2.45,0.547,80.38,54.27,-5.02,0,0
52.56,49.76,4.75,0.398,46.17,57.84,-12.59,2,0
90.75,64.25,2.18,0.381,89.34,78.86,-7.54,1,0
135.47,72.91,4.55,0.793,150.28,143.71,-7.61,0,0
56.97,45.0,0.76,0.3,30.0,43.42,-8.58,3,0
55.64,64.18,1.95,0.616,48.27,62.19,35.63,0,0
117.21,61.87,2.43,0.452,113.44,114.86,-11.96,0,0
63.66,59.35,1.76,0.463,62.48,62.12,34.15,2,1
51.71,45.0,4.0,0.524,34.56,30.0,-8.64,0,0
60.02,58.21,1.37,0.417,60.29,54.11,5.93,0,0
150.85,77.1,3.79,0.619,151.64,148.75,5.09,1,1
138.58,74.3,3.65,0.799,162.57,154.06,-18.54,4,1
82.49,54.25,1.16,0.641,95.31,82.13,14.6,0,0
118.7,69.11,3.93,0.805,119.57,112.17,-40.0,0,1
104.47,65.05,2.65,0.544,101.0,112.81,2.03,6,0
121.25,67.49,3.78,0.646,134.35,116.2,9.48,1,0
121.92,68.77,4.56,0.591,125.14,132.24,-26.02,0,1
115.45,69.13,2.53,0.529,97.58,118.06,-7.77,0,0
71.93,52.66,1.95,0.596,96.98,62.94,7.25,1,0
44.68,45.0,0.95,0.35,30.0,54.06,-10.11,0,0
94.67,58.82,1.67,0.535,123.12,100.68,11.64,2,0
146.92,68.28,1.9,0.682,153.7,155.87,-7.21,1,1
108.34,70.5,7.0,0.69,102.52,106.52,-1.55,2,0
139.89,66.63,2.67,0.867,116.82,145.9,4.05,0,0
158.99,83.08,2.8,0.824,172.79,178.2,2.6,0,0
59.63,61.11,1.48,0.448,37.98,61.35,-11.73,4,0
123.01,68.97,2.45,0.761,130.52,119.03,15.44,0,0
120.92,67.54,1.87,0.699,146.1,136.35,53.45,0,1
157.59,64.19,2.36,0.577,143.48,164.27,-10.53,7,1
158.27,66.27,1.87,0.593,166.99,153.77,-26.28,0,1
122.4,58.56,1.37,0.462,109.91,139.75,-22.39,4,0
69.23,63.75,3.28,0.47,80.24,57.2,16.35,3,0
135.83,71.82,5.67,0.818,140.97,141.12,29.8,1,1
52.84,45.0,1.29,0.364,47.89,64.31,-19.5,2,0
133.68,69.21,4.67,0.635,148.87,144.4,6.81,0,0
149.22,81.95,2.76,0.891,162.56,140.22,7.01,2,1
85.94,61.03,3.72,0.673,77.74,73.53,-17.94,2,0
115.68,76.46,2.49,0.693,138.98,117.97,39.29,0,0
91.62,62.22,4.27,0.462,70.42,98.66,10.35,1,0
92.53,48.15,3.9,0.404,91.93,81.75,5.89,5,0
77.24,47.18,2.94,0.318,61.73,80.26,-15.31,5,1
131.46,65.73,4.32,0.517,111.95,116.88,7.46,7,1
152.34,59.04,2.58,0.654,139.81,162.95,2.99,1,0
152.89,75.77,2.81,0.759,155.49,147.18,-6.57,0,1
60.97,45.0,2.05,0.3,59.17,59.33,16.58,0,0
144.97,74.64,3.15,0.569,157.06,153.61,12.69,2,1
128.49,70.57,2.04,0.538,144.96,136.2,-21.66,0,0
70.34,59.18,2.32,0.544,72.55,75.08,-16.76,3,1
48.07,45.74,2.12,0.471,40.17,58.37,-27.88,3,0
72.16,56.44,1.21,0.517,82.96,76.25,23.96,2,1
149.46,66.04,3.22,0.629,142.66,163.94,-16.04,0,1
115.98,56.09,2.75,0.576,96.36,98.87,1.48,2,0
126.53,60.56,1.69,0.498,135.76,125.93,43.71,0,1
70.86,56.6,2.04,0.383,82.41,69.84,20.07,0,0
126.33,71.21,7.07,0.818,120.83,124.14,-10.29,2,1
43.37,63.21,4.83,0.602,66.94,48.35,-1.6,2,0
85.04,64.47,2.46,0.594,91.92,87.18,-2.07,0,0
115.21,73.2,2.84,0.792,124.27,123.46,-13.97,6,1
57.53,45.0,0.7,0.51,49.53,45.69,-24.6,0,0
138.76,63.06,1.64,0.51,149.16,161.68,-9.29,2,0
68.2,51.36,1.41,0.683,51.58,64.29,1.27,3,0
118.27,59.82,5.62,0.474,111.68,121.14,-12.67,1,0
88.62,55.41,5.9,0.619,80.2,86.56,-8.26,0,0
111.53,58.48,3.82,0.516,94.13,112.34,-0.25,0,0
52.89,56.75,1.85,0.395,59.16,47.54,16.22,0,0
42.03,52.74,1.2,0.464,43.41,44.09,-34.04,0,0
149.15,78.47,3.87,0.702,160.84,154.95,-25.17,1,1
72.36,45.0,2.06,0.397,64.96,48.34,-10.65,1,0
138.36,68.38,2.73,0.629,150.76,135.08,-13.87,3,0
159.92,79.66,4.34,0.696,162.78,156.26,16.81,0,1
65.37,68.35,3.96,0.66,60.9,88.58,-10.58,2,0
71.82,46.81,2.9,0.615,64.45,80.42,28.67,2,0
119.54,62.52,2.6,0.622,96.19,134.54,-20.46,1,0
155.85,77.8,4.82,0.627,170.38,161.43,12.82,0,1
149.9,73.99,2.28,0.854,167.59,150.72,-3.16,0,1
100.35,51.28,2.59,0.444,132.35,103.99,24.78,2,1
135.41,55.22,1.52,0.57,130.81,146.64,6.87,0,0
56.29,45.0,0.97,0.395,44.19,73.79,9.93,0,0
157.29,65.87,1.9,0.904,142.96,160.31,-9.59,6,1
155.72,70.26,2.34,0.6,167.24,149.49,28.62,8,1
59.65,54.42,8.31,0.308,62.56,68.89,6.85,0,0
75.93,46.7,1.41,0.505,92.66,67.4,-3.21,2,0
52.02,49.77,4.73,0.347,35.95,55.92,-19.48,1,0
72.61,61.44,1.75,0.525,79.71,79.42,16.67,1,0
137.91,69.03,2.28,0.674,133.14,136.83,20.37,0,1
85.4,45.79,1.77,0.51,99.73,76.35,-13.03,1,0
50.61,49.29,1.4,0.3,51.04,46.06,13.73,1,0
81.07,52.77,2.51,0.38,57.99,77.9,-38.29,0,0
157.77,76.11,3.19,0.882,161.83,147.23,-9.08,3,1
115.56,64.53,4.18,0.781,95.81,111.7,-1.06,0,0
89.94,56.69,2.05,0.444,72.85,75.42,-23.8,1,0
59.98,51.7,2.18,0.305,40.86,65.9,16.82,3,0
158.34,86.4,3.56,0.576,150.18,161.67,6.87,6,1
138.5,71.53,3.92,0.739,138.13,141.16,-21.46,1,1
73.78,67.83,3.47,0.587,75.5,69.92,12.66,1,0
48.41,50.62,1.6,0.374,45.27,45.89,-25.34,3,0
46.8,50.13,1.29,0.492,44.35,38.51,-1.15,0,0
54.45,53.92,2.46,0.529,57.0,59.5,17.07,1,0
109.69,58.98,5.64,0.783,98.36,96.11,7.1,0,0
151.45,70.37,2.24,0.56,151.54,152.29,-1.51,2,0
99.61,45.0,2.91,0.456,113.94,93.27,0.97,2,0
141.15,59.91,2.57,0.531,137.78,158.73,-22.53,0,0
93.51,63.99,2.76,0.708,101.6,98.77,7.33,3,0
125.03,77.92,7.37,0.772,133.29,125.03,18.61,0,1
127.82,78.02,3.88,0.693,140.04,116.76,43.27,0,1
60.88,46.48,3.25,0.3,58.32,47.24,-9.49,3,0
83.35,56.08,2.25,0.439,90.28,88.3,18.71,0,0
116.48,69.57,2.41,0.549,121.53,134.46,16.29,2,0
48.48,45.0,2.28,0.45,53.37,52.57,-6.14,0,0
83.38,57.68,5.11,0.433,85.36,85.14,13.96,0,0
104.18,51.87,3.67,0.422,88.53,106.07,-22.52,1,0
159.55,75.5,2.66,0.851,150.52,160.58,0.11,0,0
96.94,55.09,1.68,0.49,90.51,98.98,-7.02,1,0
137.93,72.1,3.22,0.675,158.04,131.08,18.04,4,1
91.85,59.29,2.63,0.407,85.92,82.11,6.45,3,0
135.57,78.27,2.82,0.808,143.44,136.66,-5.58,3,1
111.45,66.67,2.19,0.641,88.65,126.38,-11.57,0,0
146.39,76.66,4.53,0.88,154.31,154.16,1.65,2,1
89.31,71.53,4.06,0.546,89.27,76.98,-19.63,2,0
112.52,57.56,4.0,0.794,84.32,109.96,-20.75,4,1
115.6,80.3,6.67,0.784,122.76,122.89,-6.84,0,1
90.09,57.51,1.8,0.581,69.89,105.25,-30.39,2,0
57.32,59.73,4.33,0.626,49.12,75.23,-18.57,0,0
51.23,45.98,2.2,0.363,58.42,49.12,-1.05,0,0
42.0,45.0,5.25,0.352,38.94,50.24,-0.54,1,0
144.82,69.93,2.47,0.533,138.1,147.32,-25.75,2,1
68.38,62.07,2.0,0.521,60.38,67.18,17.61,0,0
65.38,58.74,3.15,0.565,59.66,66.0,8.18,0,0
128.32,66.31,5.73,0.774,133.74,129.07,1.18,0,1
78.4,77.92,5.09,0.375,59.5,90.15,-31.39,0,0
100.73,68.99,3.89,0.56,113.42,86.68,2.52,0,0
59.5,55.19,1.85,0.329,40.32,64.18,-14.51,4,0
155.17,72.56,4.05,0.81,138.65,170.56,-27.71,2,1
142.19,62.7,3.98,0.57,153.48,156.51,-15.27,0,1
143.65,72.91,4.27,0.873,143.86,149.34,13.9,0,1
88.81,63.36,3.3,0.439,86.43,81.24,-7.02,4,1
131.48,59.06,1.42,0.591,139.16,139.25,19.78,4,1
57.27,47.42,2.26,0.592,48.48,70.51,-4.63,1,0
41.03,51.09,1.84,0.386,38.41,35.88,12.22,0,0
42.4,47.59,5.54,0.3,44.18,45.97,13.82,2,0
110.39,57.89,2.68,0.609,130.29,108.34,18.35,2,0
94.65,48.0,2.09,0.398,84.47,88.51,16.2,1,0
102.16,76.41,10.07,0.781,100.22,99.01,0.83,2,0
40.9,51.08,1.01,0.438,44.41,42.18,-25.15,0,0
90.72,46.93,1.1,0.455,90.32,81.54,-24.23,5,0
126.17,58.47,2.91,0.684,126.2,115.35,-11.73,6,1
93.12,52.69,1.53,0.39,108.04,84.23,20.81,0,0
127.87,75.4,2.96,0.784,111.35,131.15,-15.46,5,1
67.96,62.21,4.88,0.654,51.98,53.3,-4.29,2,0
137.58,81.12,3.97,0.843,122.38,115.41,2.04,5,1
110.61,51.37,1.05,0.549,124.0,124.34,9.65,4,0
65.29,53.02,1.54,0.406,67.59,55.16,-40.0,0,0
68.41,59.24,1.47,0.3,45.96,66.47,-32.59,0,0
115.36,75.3,3.54,0.687,115.62,124.59,31.91,0,0
139.59,72.77,2.45,0.713,141.52,125.21,6.83,0,0
89.88,74.75,5.2,0.533,62.03,75.48,-40.0,0,0
71.0,62.82,2.86,0.656,74.38,64.67,2.95,0,0
144.04,74.89,2.39,0.579,129.5,153.65,25.17,0,1
120.31,60.98,2.0,0.445,125.69,120.1,7.62,0,0
93.77,49.86,2.23,0.391,75.82,93.69,-8.18,0,0
98.55,51.78,1.52,0.465,98.48,95.59,-32.95,0,0
64.51,49.95,1.88,0.3,74.05,70.13,-0.11,0,0
115.22,62.97,5.18,0.627,127.45,129.53,-23.46,4,1
83.05,45.0,1.15,0.455,86.23,112.89,-20.41,4,0
159.48,64.01,2.25,0.631,159.11,158.0,-26.3,0,1
97.62,60.74,4.01,0.673,81.08,112.88,23.04,2,1
98.31,62.75,2.14,0.457,90.17,108.3,9.04,3,1
107.9,64.54,1.79,0.679,106.77,110.57,24.65,1,0
150.01,70.24,2.31,0.67,147.83,127.91,-24.91,2,1
136.1,62.33,6.0,0.693,119.56,132.32,-4.84,6,1
94.14,64.18,5.71,0.736,102.07,90.75,-14.18,0,0
126.24,71.51,2.47,0.474,109.55,129.83,-24.57,0,0
110.35,64.42,2.87,0.611,129.12,108.37,17.84,1,0
99.08,53.79,1.25,0.719,103.24,93.45,5.3,1,0
63.08,45.0,2.18,0.504,72.92,83.38,10.07,0,0
95.67,61.92,1.82,0.478,104.73,108.75,-18.08,4,0
69.5,51.54,0.97,0.448,91.38,49.27,13.24,3,0
149.78,73.48,4.82,0.801,155.99,146.97,9.36,0,0
80.25,56.17,1.76,0.677,77.11,86.56,-13.72,2,0
154.27,72.15,2.3,0.559,149.01,167.58,-7.53,3,1
103.97,55.5,3.82,0.421,118.33,99.77,-22.43,0,1
115.79,61.5,3.65,0.557,99.09,113.63,-40.0,0,1
105.15,53.53,2.74,0.489,92.39,106.1,29.77,3,1
55.53,55.09,4.74,0.353,53.42,62.14,2.63,0,0
85.1,53.31,2.01,0.424,79.74,69.74,-9.14,1,0
51.9,51.39,1.09,0.314,57.79,31.74,17.31,0,0
114.75,52.27,1.03,0.477,96.22,127.3,-24.93,4,0
93.62,76.04,2.94,0.734,95.51,83.72,2.93,0,0
133.36,73.89,2.37,0.538,129.87,154.58,18.17,0,1
66.46,45.0,1.65,0.361,48.81,57.82,-28.66,2,0
59.75,45.0,0.52,0.358,65.45,57.9,-6.01,0,0
88.76,66.14,2.65,0.719,90.05,92.45,-24.21,0,0
151.19,65.84,2.05,0.836,154.3,129.87,16.59,0,0
125.25,68.66,2.61,0.772,118.79,153.89,0.46,1,0
90.27,57.84,2.96,0.393,81.69,86.32,16.8,0,0
102.07,63.54,2.26,0.721,92.23,93.69,10.25,0,0
50.11,52.63,1.58,0.394,56.34,38.44,-1.59,3,0
158.15,66.86,8.84,0.66,171.73,161.77,14.19,0,1
119.97,50.54,2.74,0.67,141.53,122.88,18.37,3,1
74.25,65.3,2.8,0.632,80.09,62.92,16.12,2,1
110.3,72.93,3.48,0.722,108.67,96.58,25.58,3,1
53.14,71.88,3.56,0.595,47.42,63.69,-22.49,0,0
155.9,62.41,1.58,0.919,168.17,149.34,-27.64,1,1
60.97,54.86,1.22,0.358,58.55,43.76,-20.14,2,0
117.76,50.45,2.4,0.603,115.73,116.28,7.49,0,0
69.45,61.71,2.18,0.3,60.31,65.44,2.88,2,0
126.11,74.08,2.33,0.81,144.36,145.61,-1.11,0,0
133.22,58.36,1.83,0.541,126.87,128.0,-8.07,0,0
120.81,74.76,2.49,0.787,140.71,117.73,-5.07,3,1
113.74,58.51,5.03,0.553,114.99,115.93,-1.31,1,0
147.1,72.38,2.48,0.669,144.05,141.39,-14.01,1,1
49.44,47.86,0.9,0.3,34.01,53.84,21.75,0,0
79.71,66.91,3.29,0.45,74.85,69.54,21.38,2,0
69.79,70.79,3.15,0.645,76.73,67.4,16.5,0,0
158.56,65.25,3.0,0.566,153.36,162.63,-2.04,6,1
86.73,64.48,2.53,0.503,94.99,98.1,24.63,0,0
127.91,65.08,2.65,0.476,120.32,122.05,-2.02,3,0
122.17,54.81,3.35,0.595,120.57,116.19,2.1,4,0
