avg_cycle_time,cycle_time_std,cycle_time_trend,throughput,temperature_mean,vibration_mean,utilization,current_cycle_time,high_risk
73.77,5.86,0.004,31.84,72.73,3.77,0.667,66.5,0
94.56,4.36,-0.035,32.82,79.39,3.1,0.898,90.42,0
109.24,5.92,0.094,21.42,87.36,3.27,0.712,120.12,1
97.9,6.56,-0.001,32.09,76.62,5.44,0.91,92.78,1
137.7,21.02,0.213,25.21,93.21,8.95,0.926,176.9,1
119.14,13.23,0.175,21.24,74.05,7.44,0.819,105.01,1
79.05,3.97,0.059,31.21,73.34,3.96,0.682,78.87,1
94.27,8.95,0.209,27.55,75.18,8.84,0.835,89.48,1
76.06,6.36,-0.042,39.57,70.58,2.59,0.809,77.93,0
84.23,6.46,-0.072,29.08,72.29,2.9,0.709,82.07,0
86.96,6.46,0.017,30.08,61.35,2.69,0.745,85.32,0
72.23,8.77,-0.002,42.68,68.42,3.43,0.83,63.51,0
70.81,14.08,0.08,35.93,82.87,10.42,0.693,69.55,1
93.76,6.28,0.06,29.8,65.4,3.41,0.902,83.1,0
63.98,12.61,0.152,49.37,70.93,8.59,0.839,61.27,1
76.04,12.0,0.127,34.11,82.26,6.29,0.773,94.36,1
53.63,3.73,0.063,47.55,70.5,2.95,0.78,52.93,0
111.41,13.39,0.098,21.6,70.3,7.78,0.753,108.22,1
51.81,3.69,-0.064,42.2,66.67,2.1,0.692,49.56,0
87.61,5.57,0.034,30.02,60.7,2.77,0.753,97.28,0
91.63,6.19,-0.048,31.52,66.99,2.54,0.869,82.0,0
58.3,7.67,0.018,44.43,55.19,1.49,0.714,54.03,0
55.64,2.21,-0.103,39.93,48.26,1.97,0.594,53.26,0
73.19,16.66,0.151,43.32,73.24,7.43,0.899,99.9,1
77.46,5.55,-0.011,38.24,75.49,4.93,0.866,80.53,0
76.14,8.76,-0.007,42.41,66.8,2.4,0.916,65.41,0
155.26,28.68,0.245,18.68,87.22,10.03,0.945,220.0,1
97.87,8.69,0.117,29.05,79.36,5.04,0.846,117.12,1
110.88,17.81,0.103,27.41,75.4,3.32,0.891,112.67,1
58.11,3.74,-0.024,28.83,63.24,0.88,0.495,62.07,0
85.4,8.01,0.246,30.19,70.59,5.19,0.754,92.77,1
151.72,17.82,0.199,18.08,76.38,4.39,0.876,169.04,1
78.96,10.37,0.153,38.2,80.9,4.85,0.8,85.4,1
103.65,13.95,0.03,21.77,84.71,4.85,0.735,107.76,1
72.65,5.69,-0.004,31.43,60.66,2.57,0.644,81.91,0
41.8,4.22,-0.018,32.01,57.52,1.26,0.418,45.65,0
85.69,7.39,0.022,34.49,66.43,3.55,0.853,87.3,1
70.38,6.48,-0.065,35.76,63.31,1.72,0.678,64.3,0
145.64,19.12,0.194,24.98,77.36,6.59,0.979,155.79,1
54.06,3.04,-0.022,48.13,71.48,3.4,0.769,56.7,0
144.12,17.36,0.243,21.58,90.79,8.02,0.954,169.04,1
161.88,28.48,0.292,21.3,96.84,7.14,0.937,219.17,1
50.22,7.34,0.007,43.75,61.95,1.76,0.653,49.24,0
63.2,5.67,0.047,43.19,60.03,1.5,0.816,65.55,0
135.06,20.06,0.127,26.33,84.47,4.93,0.947,132.27,1
131.56,15.5,0.294,24.92,83.59,8.75,0.957,152.77,1
63.31,7.94,0.022,45.79,73.65,3.58,0.904,68.39,0
68.89,3.95,-0.092,30.82,55.5,2.78,0.682,68.74,0
60.4,6.2,0.051,44.91,74.53,2.9,0.842,61.07,0
105.27,7.03,0.08,22.97,86.54,3.53,0.734,117.97,1
70.43,6.05,0.046,39.73,64.13,3.82,0.82,76.9,0
100.19,10.73,0.161,28.98,93.13,4.13,0.79,92.65,1
38.52,4.72,-0.071,38.07,59.42,1.66,0.449,36.81,0
40.67,3.36,-0.142,29.21,53.41,2.24,0.385,39.43,0
51.61,6.01,-0.023,55.13,73.14,2.0,0.785,59.1,0
62.39,4.48,-0.065,43.77,60.23,2.5,0.749,63.49,0
56.44,5.93,0.065,38.23,70.89,1.89,0.609,60.35,0
88.7,9.55,0.026,35.74,65.77,3.47,0.939,73.45,1
88.72,3.39,-0.052,28.58,63.91,2.8,0.813,99.16,0
61.36,3.2,-0.075,39.05,70.27,3.64,0.739,62.82,0
53.35,7.03,-0.013,50.42,57.35,1.57,0.812,37.37,0
139.3,24.75,0.292,21.89,84.6,8.14,0.89,196.09,1
89.31,7.44,0.039,33.75,71.75,2.04,0.938,86.84,0
61.41,6.36,0.004,43.75,77.84,3.94,0.834,67.25,0
79.58,17.83,0.11,39.19,84.46,6.4,0.881,106.71,1
170.65,18.77,0.192,20.96,96.76,9.96,0.951,188.04,1
87.09,5.14,0.073,23.0,74.06,3.73,0.644,85.4,0
88.46,10.29,0.029,27.16,82.08,4.34,0.708,86.9,1
94.62,5.08,0.126,32.75,87.68,3.6,0.883,100.1,1
86.43,12.02,0.126,32.56,79.55,7.19,0.809,88.11,1
52.53,3.24,-0.113,26.94,54.24,2.36,0.388,50.88,0
79.88,10.48,0.085,31.68,94.18,4.4,0.793,87.63,1
52.32,3.03,-0.056,33.79,57.27,2.46,0.547,45.23,0
115.98,10.48,0.17,23.23,74.34,7.35,0.828,132.37,1
73.87,14.73,0.107,39.55,92.62,4.77,0.883,86.51,1
80.82,3.15,0.0,27.91,61.14,1.47,0.607,86.4,0
106.81,16.53,0.071,26.38,87.61,7.57,0.804,130.5,1
49.09,2.57,0.011,32.07,49.59,2.43,0.439,45.38,0
111.04,10.56,0.141,22.58,87.91,10.35,0.723,102.28,1
89.83,9.5,0.094,34.6,79.43,3.39,0.93,98.54,1
86.04,3.67,0.024,31.54,70.97,1.27,0.742,89.65,1
43.16,3.75,-0.057,35.1,60.68,2.43,0.46,38.31,0
168.05,21.12,0.217,21.68,89.43,8.28,0.965,200.49,1
50.51,3.58,-0.051,37.73,51.13,0.71,0.571,42.12,0
77.57,3.37,0.042,35.58,59.28,2.04,0.758,80.52,0
80.93,7.07,-0.042,34.21,69.31,1.38,0.813,71.75,0
115.09,15.54,0.094,28.5,74.87,5.31,0.905,126.07,1
85.76,6.63,-0.011,36.37,74.85,4.21,0.892,81.69,1
49.05,2.15,-0.148,33.12,48.8,0.72,0.502,52.13,0
57.77,4.87,-0.033,35.88,59.93,1.21,0.626,53.27,0
75.73,3.49,-0.098,30.61,64.23,1.74,0.71,77.26,0
51.23,6.99,-0.046,41.32,71.09,1.31,0.648,42.82,0
60.46,9.61,0.08,49.44,72.57,3.83,0.878,51.74,1
100.06,9.88,0.05,26.79,96.69,2.67,0.723,91.26,1
57.49,4.55,-0.005,43.12,68.83,2.45,0.745,66.42,0
80.73,7.63,0.065,29.93,56.58,1.41,0.721,81.84,0
75.09,7.22,-0.093,39.16,61.62,1.33,0.803,88.38,0
172.04,25.76,0.271,18.53,89.92,10.27,0.976,196.65,1
163.06,20.56,0.21,22.24,89.85,11.73,0.985,132.06,1
95.18,7.12,0.1,29.33,81.75,8.48,0.764,86.69,1
81.38,4.52,-0.089,27.53,55.05,3.53,0.638,86.7,0
49.26,3.65,-0.049,36.3,62.32,1.44,0.491,45.55,0
68.15,7.17,0.05,27.48,59.46,2.39,0.605,74.26,0
60.42,4.29,-0.061,39.57,71.26,1.88,0.687,65.89,0
75.76,5.34,0.084,37.97,75.57,2.33,0.937,78.94,1
70.04,9.56,0.073,37.34,76.08,10.27,0.732,63.87,1
116.22,13.14,0.232,27.05,66.46,4.69,0.881,128.72,1
76.75,13.27,0.083,33.88,76.46,8.67,0.766,69.88,1
60.11,3.12,-0.037,35.26,72.84,3.6,0.647,58.12,0
86.4,14.56,0.104,33.02,95.22,5.79,0.87,107.12,1
61.94,4.24,0.028,36.72,67.08,3.19,0.675,75.29,0
39.84,4.44,-0.161,49.16,62.22,1.68,0.557,42.01,0
76.87,10.6,0.02,38.87,97.17,4.99,0.888,71.91,1
39.47,2.97,-0.022,41.73,56.97,2.21,0.501,38.37,0
60.1,8.39,0.082,54.62,72.73,4.82,0.888,72.87,1
88.98,4.73,0.007,30.48,65.64,2.49,0.781,82.72,0
68.0,11.1,0.081,48.46,85.57,3.59,0.877,62.63,1
90.6,11.51,0.196,28.61,80.32,10.95,0.829,111.5,1
65.44,7.63,-0.073,32.97,63.51,3.12,0.674,60.16,0
60.54,19.69,0.203,45.05,78.7,8.94,0.74,92.67,1
86.48,5.83,-0.049,30.41,72.02,2.83,0.71,87.98,0
95.82,6.24,0.017,30.25,66.89,3.63,0.915,99.23,0
93.64,12.6,0.131,29.56,86.66,3.08,0.743,83.01,1
88.48,14.76,0.092,29.56,94.63,5.29,0.811,80.64,1
166.25,26.11,0.162,18.77,88.55,9.6,0.908,160.47,1
89.32,6.82,-0.08,26.98,61.91,2.08,0.665,86.73,0
89.01,7.7,0.072,33.62,95.87,2.63,0.856,69.59,1
101.67,15.37,0.198,32.04,69.33,5.05,0.899,96.91,1
139.26,14.35,0.253,23.25,69.44,5.5,0.945,156.32,1
60.35,7.47,-0.073,36.89,66.66,3.51,0.703,54.06,0
99.65,14.82,0.059,24.5,74.82,10.93,0.717,112.48,1
115.68,8.47,0.081,29.3,80.31,6.63,0.911,113.46,1
82.74,4.78,0.007,32.21,68.66,1.38,0.788,80.5,0
62.7,6.87,-0.017,49.11,78.82,5.39,0.82,69.55,1
77.15,7.0,0.052,37.94,58.03,3.36,0.816,73.73,0
84.39,11.93,0.11,36.78,82.95,5.96,0.905,96.86,1
110.41,18.02,0.255,27.53,77.7,3.28,0.93,101.2,1
103.69,8.5,0.136,26.46,76.48,4.95,0.81,95.55,1
79.02,16.33,0.158,33.15,75.38,4.2,0.81,84.83,1
80.62,6.15,0.021,34.76,67.66,3.34,0.841,94.08,0
58.38,2.0,-0.117,24.13,57.59,0.9,0.378,56.86,0
67.26,7.6,-0.063,41.48,67.95,2.32,0.753,53.62,0
99.08,6.65,-0.019,30.92,75.43,3.79,0.871,96.36,1
76.47,3.62,-0.043,32.87,68.01,1.45,0.765,73.28,0
74.28,3.06,0.019,36.26,64.94,1.21,0.761,75.45,0
92.79,7.52,0.056,29.6,77.16,4.15,0.833,103.58,1
73.98,3.91,-0.047,41.0,63.66,1.37,0.818,79.45,0
56.92,5.02,-0.05,49.8,62.56,3.18,0.812,55.2,0
75.6,9.94,0.072,42.66,70.33,3.15,0.94,71.43,1
50.78,3.91,-0.016,39.17,48.42,2.11,0.568,60.96,0
154.1,19.09,0.129,18.87,83.49,6.26,0.907,169.48,1
145.71,15.33,0.163,22.62,73.82,3.12,0.911,150.93,1
72.78,7.48,0.04,31.66,96.02,4.18,0.734,84.36,0
41.37,4.8,-0.078,43.51,56.94,0.81,0.479,41.23,0
63.18,12.77,0.203,41.95,76.02,9.26,0.834,59.39,1
112.59,16.21,0.114,22.28,74.3,10.43,0.744,127.76,1
68.26,10.43,0.109,33.23,80.54,9.51,0.732,66.96,1
38.61,1.79,-0.166,35.83,52.07,1.26,0.381,36.73,0
72.89,14.58,0.215,42.58,71.42,4.82,0.853,57.83,1
83.76,10.32,0.209,31.86,84.5,6.62,0.807,116.66,1
79.5,12.98,0.197,34.57,79.75,5.06,0.809,66.44,1
76.71,14.51,0.118,43.17,77.41,5.74,0.891,81.08,1
75.29,9.8,0.069,37.9,68.47,2.83,0.926,61.79,1
85.54,6.23,-0.003,39.55,79.09,2.47,0.909,85.28,1
58.48,2.85,0.005,23.35,58.48,2.49,0.41,62.86,0
70.07,8.64,0.226,43.35,77.12,6.7,0.834,86.52,1
46.71,3.7,-0.173,27.17,62.47,1.19,0.384,42.92,0
86.52,7.56,-0.038,36.93,75.49,4.99,0.927,69.41,1
50.18,3.2,-0.076,51.14,72.61,2.59,0.804,44.04,0
65.84,5.54,0.086,47.45,78.67,3.77,0.893,65.05,1
46.13,4.46,-0.082,34.13,56.95,1.32,0.459,44.96,0
71.09,14.68,0.025,39.55,85.36,2.7,0.797,70.8,1
62.74,13.91,0.067,49.21,71.02,6.55,0.839,35.97,1
87.7,3.43,-0.05,29.07,65.79,3.86,0.763,93.15,0
54.77,4.65,-0.134,32.76,62.06,2.19,0.535,54.33,0
50.65,3.21,-0.061,26.58,59.61,1.95,0.421,41.43,0
147.45,20.66,0.186,20.5,70.26,3.93,0.935,113.83,1
61.18,8.15,0.098,45.46,80.81,4.12,0.863,53.11,0
73.31,9.39,-0.026,43.7,67.88,3.69,0.937,81.17,1
46.8,2.15,-0.129,41.81,52.69,1.76,0.533,43.37,0
102.74,14.02,0.128,28.92,72.85,5.65,0.817,110.86,1
153.88,21.4,0.187,23.29,76.28,4.91,0.975,147.49,1
103.04,18.32,0.062,25.52,77.64,10.02,0.833,96.3,1
118.65,16.81,0.149,28.44,83.21,5.35,0.902,117.69,1
47.22,1.37,-0.152,47.2,60.53,2.26,0.593,43.36,0
44.45,3.75,-0.143,34.36,51.57,0.9,0.488,44.25,0
38.06,3.01,-0.043,38.33,63.5,0.92,0.474,37.58,0
65.32,5.78,-0.054,32.95,71.1,1.73,0.637,65.1,0
47.44,2.44,-0.076,40.81,61.98,1.83,0.534,47.38,0
53.54,3.07,0.032,41.82,72.55,2.7,0.658,56.93,0
78.17,6.45,-0.007,37.42,72.81,2.12,0.804,84.56,0
154.56,20.04,0.2,22.14,68.26,3.35,0.937,134.37,1
90.82,10.98,0.229,33.47,77.82,4.44,0.836,97.97,1
111.16,17.3,0.134,25.72,73.38,7.07,0.847,101.95,1
91.33,9.04,0.159,27.99,97.95,3.76,0.745,86.29,1
38.31,3.32,0.012,47.22,52.15,1.44,0.537,38.09,0
78.11,6.52,0.164,29.73,88.4,5.06,0.707,62.64,1
67.84,5.82,0.079,36.78,74.34,3.14,0.767,75.35,1
91.39,11.7,0.241,29.55,76.92,6.6,0.752,88.34,1
64.7,5.68,-0.099,35.62,66.81,3.65,0.718,66.48,0
159.97,20.52,0.205,22.27,98.81,8.95,0.957,184.3,1
73.46,7.34,-0.061,37.88,71.7,3.53,0.768,74.14,0
61.99,4.71,-0.046,34.28,68.87,3.02,0.663,50.22,0
144.58,15.78,0.136,20.99,72.26,5.28,0.947,123.17,1
39.17,2.55,-0.022,33.8,49.99,0.66,0.394,40.25,0
77.69,7.92,0.177,29.31,89.33,5.95,0.739,72.18,1
105.77,14.12,0.082,22.96,88.85,5.88,0.744,132.03,1
113.97,17.65,0.095,24.4,70.9,9.24,0.838,95.77,1
152.62,24.19,0.255,21.62,94.49,10.3,0.987,83.52,1
135.3,15.82,0.222,23.51,92.35,11.57,0.954,155.96,1
45.1,2.91,0.005,37.52,61.59,2.38,0.488,46.18,0
66.01,17.68,0.189,39.09,79.87,8.94,0.703,58.39,1
100.24,13.17,0.242,27.93,69.39,4.69,0.913,79.13,1
90.89,14.62,0.16,28.72,71.33,4.19,0.761,73.43,1
38.26,4.19,-0.008,35.32,55.15,0.76,0.419,43.83,0
99.52,8.65,0.117,29.7,93.58,4.09,0.889,108.04,1
135.06,15.86,0.166,25.34,91.92,11.13,0.907,124.66,1
146.57,13.9,0.15,21.97,67.31,5.27,0.867,166.38,1
80.32,6.85,0.091,35.86,72.81,3.16,0.921,87.21,1
55.52,1.68,-0.077,28.14,60.65,0.76,0.509,53.18,0
57.25,7.91,0.042,47.68,69.04,1.63,0.727,75.31,0
114.8,15.43,0.164,24.66,81.98,8.69,0.821,110.18,1
84.62,7.88,0.146,31.43,90.83,3.05,0.782,71.06,1
90.46,6.67,0.034,31.69,71.61,3.24,0.918,104.5,1
49.53,2.13,-0.128,25.0,48.8,1.41,0.39,48.68,0
87.63,9.77,-0.039,34.2,76.18,5.01,0.945,87.91,1
63.61,5.32,0.087,47.05,70.91,2.18,0.852,66.17,0
138.17,24.5,0.261,20.91,77.19,4.65,0.916,147.66,1
91.27,8.68,0.193,28.61,72.31,7.01,0.818,106.41,1
70.6,6.98,0.053,41.29,72.93,1.6,0.78,56.82,0
66.68,4.93,0.042,43.3,75.1,4.71,0.827,63.21,0
55.66,2.06,-0.165,34.78,62.08,1.55,0.53,48.92,0
151.35,18.02,0.221,18.61,83.53,11.24,0.896,151.55,1
58.97,7.98,0.004,39.8,71.9,2.67,0.729,73.57,0
94.9,5.64,-0.011,33.79,75.14,2.97,0.866,91.56,0
89.12,6.4,0.075,24.19,71.3,3.1,0.663,89.65,0
100.62,13.72,0.121,29.33,86.22,5.09,0.844,70.01,1
75.03,14.5,0.102,36.19,90.41,5.77,0.859,69.57,1
73.88,7.81,0.096,43.57,89.47,4.46,0.864,76.19,1
80.26,3.25,-0.068,27.17,56.38,2.15,0.608,76.57,0
65.75,5.95,0.061,44.08,67.09,2.61,0.816,56.87,0
51.7,3.1,-0.033,30.9,64.94,0.69,0.473,56.19,0
73.59,9.34,0.132,40.16,90.72,4.02,0.821,70.32,1
51.16,4.5,-0.033,25.13,58.53,0.68,0.385,56.35,0
79.02,14.44,0.113,40.66,77.0,6.33,0.911,76.61,1
125.18,23.72,0.213,22.71,75.57,6.56,0.916,160.57,1
111.88,20.31,0.173,26.61,77.23,6.32,0.877,106.67,1
65.87,5.84,0.097,46.87,67.73,5.47,0.836,62.31,1
69.62,5.08,0.045,46.29,65.81,3.02,0.876,73.36,1
54.9,3.57,-0.163,38.8,57.09,1.54,0.571,51.75,0
100.61,5.64,0.077,32.02,85.39,4.36,0.895,100.71,1
81.47,12.3,0.061,28.9,85.85,10.59,0.718,67.38,1
63.84,6.27,-0.098,42.11,61.01,3.64,0.794,46.4,0
91.05,8.95,-0.005,33.95,75.33,3.67,0.91,79.25,0
90.15,7.42,0.209,31.57,77.98,6.81,0.81,84.37,1
110.89,20.84,0.113,26.65,73.12,5.65,0.935,105.03,1
66.46,4.27,-0.085,37.93,69.12,2.83,0.672,62.24,0
91.8,11.33,0.198,30.55,78.51,7.29,0.82,116.76,1
80.24,5.58,-0.088,38.29,62.55,2.09,0.816,78.41,0
56.8,2.32,-0.118,35.15,53.68,1.08,0.53,58.67,0
145.65,21.82,0.263,23.51,80.07,6.19,0.915,160.87,1
99.22,18.6,0.066,22.2,72.85,7.22,0.705,96.76,1
105.19,8.54,0.104,24.89,71.13,11.3,0.712,89.24,1
56.98,4.47,-0.149,30.85,60.37,2.36,0.546,45.08,0
74.19,15.48,0.078,33.81,81.64,7.15,0.773,62.81,1
98.69,8.77,0.052,30.19,65.24,2.02,0.94,129.17,1
54.55,3.36,0.049,45.39,74.85,1.84,0.702,54.76,0
92.18,9.24,-0.004,31.58,68.84,4.33,0.847,88.94,1
44.77,2.24,-0.007,37.6,55.3,1.8,0.544,44.79,0
95.05,8.26,0.171,26.13,75.41,8.35,0.795,99.15,1
94.31,12.74,0.187,31.01,74.04,4.06,0.832,97.66,1
79.96,7.62,-0.099,28.83,72.99,2.97,0.615,60.57,0
63.77,3.71,-0.032,31.13,65.19,3.57,0.603,56.09,0
53.79,7.87,-0.077,48.82,71.18,1.91,0.716,34.05,0
56.64,3.49,-0.057,26.25,52.67,1.18,0.476,58.24,0
82.19,10.78,0.09,29.86,72.59,6.21,0.769,99.4,1
105.87,14.92,0.206,27.11,70.46,8.41,0.806,168.98,1
46.88,2.68,-0.046,31.6,63.45,1.38,0.421,49.62,0
49.01,2.77,-0.005,26.02,54.93,1.25,0.357,49.24,0
70.63,14.61,0.139,35.94,84.67,4.35,0.767,84.15,1
103.04,18.19,0.103,27.24,81.94,9.65,0.785,80.9,1
80.79,3.49,-0.07,31.94,64.53,2.4,0.762,84.62,0
62.93,6.18,-0.064,40.52,70.63,2.82,0.767,48.65,0
70.72,9.22,0.094,32.61,80.28,7.32,0.752,63.33,1
89.71,5.87,0.021,26.66,59.45,2.57,0.744,101.79,0
47.74,1.12,-0.104,33.55,52.96,0.75,0.443,47.39,0
102.61,7.14,0.087,28.56,89.99,5.49,0.844,101.58,1
101.48,15.87,0.101,26.89,69.45,4.54,0.849,125.79,1
76.64,15.68,0.104,32.68,83.59,3.54,0.782,83.02,1
74.7,7.82,0.078,33.86,89.5,3.9,0.721,72.47,1
89.59,8.71,0.026,31.25,92.15,2.51,0.864,97.8,0
62.36,7.06,0.037,40.15,58.15,2.28,0.687,54.59,0
51.54,4.67,-0.073,51.94,60.58,3.66,0.764,49.38,0
44.84,3.44,-0.121,26.34,64.39,1.67,0.385,38.82,0
41.45,1.22,-0.131,43.17,61.95,1.26,0.521,38.12,0
66.88,5.91,0.108,48.79,83.41,3.96,0.868,63.37,1
124.26,24.32,0.14,23.59,72.11,4.96,0.907,145.52,1
160.08,18.28,0.24,21.57,84.78,10.34,0.919,205.78,1
98.13,15.26,0.246,30.36,81.1,3.88,0.808,95.06,1
81.14,5.6,0.048,29.02,66.04,3.85,0.747,71.54,0
41.8,3.53,-0.173,51.55,52.75,1.12,0.585,37.85,0
102.07,15.73,0.075,28.95,76.49,11.47,0.834,113.22,1
99.71,15.16,0.182,27.19,73.87,4.77,0.759,116.71,1
98.81,14.1,0.224,26.97,71.71,3.55,0.839,86.26,1
64.51,19.62,0.219,43.16,71.95,10.61,0.807,78.07,1
73.19,10.76,0.026,41.08,95.22,3.41,0.894,86.94,1
79.5,7.62,0.086,29.8,87.09,11.12,0.723,78.52,1
35.07,3.07,-0.021,39.2,55.46,0.93,0.417,33.11,0
85.13,12.9,0.142,29.36,88.64,5.47,0.737,111.48,1
143.09,15.98,0.111,22.56,73.03,4.41,0.871,186.59,1
77.55,5.66,0.039,37.55,62.03,1.44,0.772,83.56,0
102.13,15.09,0.209,29.98,76.01,7.44,0.854,102.6,1
86.19,6.66,0.034,25.44,67.35,2.14,0.619,96.24,0
155.57,16.56,0.229,20.36,94.75,9.41,0.93,178.77,1
59.8,2.41,-0.042,23.47,61.68,2.09,0.392,62.47,0
75.95,17.88,0.24,36.56,77.81,7.06,0.813,115.36,1
75.97,5.88,-0.027,34.21,72.43,3.62,0.719,86.36,0
83.63,12.86,0.082,33.72,91.08,3.55,0.833,82.01,1
67.34,5.45,0.076,33.27,71.6,3.06,0.714,59.56,0
77.83,6.24,0.037,26.35,59.83,3.35,0.616,78.84,0
60.04,8.19,0.027,45.73,65.35,2.7,0.864,69.27,0
139.14,22.0,0.142,24.46,83.0,5.49,0.941,179.1,1
77.44,7.78,0.013,32.5,70.94,1.63,0.69,69.27,0
44.15,1.62,-0.148,43.91,58.59,0.93,0.596,40.15,0
65.96,16.9,0.184,43.75,71.22,10.95,0.878,66.49,1
73.11,4.76,0.098,48.0,79.7,2.32,0.957,69.85,0
123.09,20.96,0.245,27.72,75.88,5.14,0.96,136.31,1
54.44,1.68,-0.032,27.86,54.52,0.75,0.435,55.41,0
118.22,10.99,0.096,27.39,74.22,4.59,0.858,105.33,1
80.16,5.43,-0.091,27.38,60.98,2.56,0.642,75.87,0
78.05,3.36,0.03,30.58,74.7,2.16,0.754,78.79,0
69.13,5.72,0.15,44.4,97.61,3.58,0.844,65.76,1
105.23,16.96,0.21,27.89,74.01,4.26,0.803,98.0,1
65.89,18.74,0.152,39.7,85.08,9.84,0.798,45.51,1
68.56,3.55,0.018,34.41,72.28,3.16,0.637,66.87,0
63.48,8.79,0.082,41.81,81.98,3.05,0.826,64.05,0
95.44,5.61,0.028,34.0,78.45,2.88,0.907,95.88,1
135.29,24.86,0.288,20.33,82.22,9.67,0.889,126.05,1
69.25,4.24,-0.014,35.32,69.61,3.85,0.715,66.38,0
64.2,4.29,0.014,46.57,70.29,1.78,0.807,61.38,0
78.51,4.45,-0.012,31.02,56.68,3.35,0.666,80.32,0
81.6,10.4,0.153,40.53,69.31,6.73,0.888,76.14,1
60.78,3.56,-0.053,43.97,56.11,1.99,0.779,60.12,0
153.7,15.25,0.24,18.55,78.53,6.45,0.926,188.84,1
85.38,3.66,-0.039,24.64,71.7,3.6,0.617,85.49,0
111.04,13.33,0.212,29.59,81.78,6.19,0.978,134.49,1
45.81,3.64,0.014,33.64,61.52,1.72,0.412,42.62,0
71.05,12.2,0.026,39.6,87.13,4.01,0.749,66.49,1
113.03,24.55,0.201,31.38,80.45,5.64,0.956,77.12,1
86.1,3.64,0.062,27.1,60.36,2.9,0.715,93.22,0
131.45,17.56,0.293,26.26,85.76,11.43,0.929,135.44,1
61.77,6.17,0.087,49.12,74.83,3.12,0.845,65.86,0
110.0,15.28,0.129,28.74,82.21,6.66,0.877,91.92,1
91.55,7.31,0.064,31.3,94.43,3.39,0.762,113.19,1
61.22,6.02,0.075,37.34,60.79,1.99,0.607,55.06,0
55.31,7.06,-0.051,50.97,64.76,1.88,0.789,53.39,0
78.56,3.91,0.069,25.07,59.44,2.01,0.621,85.67,0
45.17,2.83,-0.076,29.06,51.72,2.13,0.36,42.09,0
39.59,4.29,0.011,32.71,61.29,1.27,0.423,30.0,0
49.99,2.64,-0.028,36.61,64.08,1.43,0.537,44.36,0
85.51,8.97,-0.026,42.31,76.62,4.73,0.957,76.55,1
87.72,7.93,0.184,30.75,72.92,6.62,0.854,96.53,1
35.06,4.22,-0.009,59.07,49.4,1.89,0.553,33.75,0
38.01,1.13,-0.005,48.61,58.99,2.43,0.511,36.2,0
77.23,11.04,0.156,35.82,83.57,3.55,0.794,53.59,1
80.86,6.66,0.016,30.73,73.37,2.12,0.69,69.04,0
57.61,1.18,-0.094,28.96,61.79,0.98,0.539,57.71,0
82.11,5.11,-0.074,27.69,67.81,2.83,0.619,79.8,0
113.83,24.31,0.113,27.86,74.86,6.34,0.927,144.76,1
85.8,18.45,0.214,33.68,78.19,10.66,0.79,106.74,1
56.16,6.18,0.05,41.88,61.46,2.46,0.641,43.95,0
97.91,8.17,0.059,30.23,89.68,4.58,0.839,119.44,1
95.5,9.21,-0.028,33.2,72.47,3.0,0.902,106.85,1
87.99,12.75,0.035,32.13,82.41,5.11,0.761,115.89,1
67.09,10.04,0.104,37.78,94.52,3.47,0.708,85.17,1
90.15,17.96,0.116,29.65,84.66,4.48,0.76,124.2,1
73.84,6.54,-0.097,35.63,64.57,2.65,0.784,61.53,0
59.73,4.21,-0.118,28.16,55.43,2.25,0.546,52.68,0
89.77,5.09,-0.007,36.97,66.31,2.7,0.921,77.91,0
153.78,21.47,0.195,18.73,81.54,3.5,0.863,159.63,1
95.17,17.08,0.104,32.92,76.68,4.96,0.889,93.92,1
103.47,12.72,0.09,30.13,75.63,11.49,0.863,107.46,1
146.94,17.1,0.205,21.77,85.53,7.4,0.888,89.24,1
76.85,7.7,-0.032,34.74,66.75,3.01,0.773,82.66,0
94.05,12.13,0.065,31.42,83.88,2.53,0.83,71.81,1
97.2,11.22,0.061,34.36,96.01,4.3,0.885,97.3,1
171.76,21.47,0.221,17.94,84.02,7.76,0.889,127.11,1
144.33,16.08,0.226,22.51,93.99,11.02,0.954,179.41,1
65.6,11.34,0.085,40.36,86.74,2.95,0.791,54.5,1
62.33,7.8,0.07,39.38,73.07,3.3,0.742,51.11,0
97.8,7.58,0.191,30.07,71.05,10.86,0.797,106.18,1
56.32,4.1,-0.044,26.4,50.32,1.15,0.449,59.87,0
71.46,9.47,0.172,30.21,72.69,8.67,0.682,52.66,1
157.99,20.71,0.178,20.56,72.7,5.6,0.865,209.39,1
57.81,6.12,-0.057,39.85,65.18,1.79,0.644,54.67,0
116.87,11.94,0.135,22.21,74.64,5.74,0.78,141.19,1
63.91,8.19,0.085,46.02,74.37,4.11,0.824,76.86,0
75.43,8.91,0.031,42.39,77.23,5.25,0.877,74.61,1
54.74,5.67,-0.092,48.29,59.8,2.47,0.748,54.59,0
86.57,10.07,0.2,32.32,80.82,9.99,0.833,77.65,1
150.18,16.95,0.225,20.78,80.92,3.42,0.889,146.74,1
150.38,20.58,0.225,19.79,76.18,3.26,0.918,157.92,1
71.67,6.63,0.023,35.95,70.9,2.96,0.82,72.62,0
128.13,15.26,0.254,25.95,75.71,6.86,0.908,125.04,1
66.02,6.26,0.138,37.91,83.88,5.09,0.782,71.51,1
73.56,6.71,0.009,35.66,63.68,2.07,0.819,83.27,0
